Date,RV_1min,RV_5min,RV_10min,OT
2015/11/30,1.85E-05,3.66E-06,1.63E-06,4.23E-07
2015/12/1,2.39E-05,4.46E-06,2.82E-06,1.01E-06
2015/12/2,2.81E-05,7.46E-06,1.78E-06,7.28E-07
2015/12/3,6.07E-05,1.18E-05,6.91E-06,2.58E-06
2015/12/4,4.33E-05,9.75E-06,4.66E-06,8.35E-07
2015/12/7,4.66E-05,1.01E-05,6.77E-06,2.58E-06
2015/12/8,5.63E-05,1.23E-05,8.94E-06,3.75E-06
2015/12/9,9.19E-05,3.05E-05,2.37E-05,1.24E-05
2015/12/10,6.05E-05,1.19E-05,7.95E-06,1.80E-06
2015/12/11,7.42E-05,1.93E-05,8.04E-06,1.93E-06
2015/12/14,0.000126702,2.30E-05,1.25E-05,5.38E-06
2015/12/15,4.48E-05,8.56E-06,4.74E-06,2.64E-06
2015/12/16,0.00012374,4.72E-05,4.06E-05,3.79E-05
2015/12/17,7.23E-05,1.73E-05,9.25E-06,2.55E-06
2015/12/18,7.86E-05,2.16E-05,9.09E-06,2.62E-06
2015/12/21,4.31E-05,1.14E-05,6.90E-06,2.42E-06
2015/12/22,3.34E-05,6.17E-06,2.89E-06,6.95E-07
2015/12/23,1.93E-05,4.20E-06,2.80E-06,1.49E-06
2015/12/24,7.18E-06,2.36E-06,1.24E-06,3.98E-08
2015/12/28,1.84E-05,3.37E-06,1.65E-06,1.00E-06
2015/12/29,1.31E-05,3.34E-06,1.52E-06,4.07E-07
2015/12/30,1.57E-05,4.11E-06,2.11E-06,6.69E-07
2015/12/31,2.72E-05,8.77E-06,3.81E-06,1.93E-06
2016/1/4,8.21E-05,1.61E-05,7.86E-06,3.49E-06
2016/1/5,5.90E-05,1.26E-05,7.97E-06,5.57E-07
2016/1/6,6.82E-05,1.20E-05,8.01E-06,2.48E-06
2016/1/7,0.000123269,2.57E-05,1.07E-05,3.67E-06
2016/1/8,9.85E-05,2.07E-05,1.03E-05,4.48E-06
2016/1/11,0.000114011,2.40E-05,8.54E-06,3.62E-06
2016/1/12,0.000109283,2.17E-05,1.07E-05,4.94E-06
2016/1/13,0.000148769,2.88E-05,1.76E-05,9.09E-06
2016/1/14,0.000168366,2.80E-05,1.34E-05,5.23E-06
2016/1/15,0.000190041,3.84E-05,2.24E-05,6.82E-06
2016/1/19,0.00014693,2.93E-05,1.30E-05,3.20E-06
2016/1/20,0.000276945,6.51E-05,2.88E-05,1.19E-05
2016/1/21,0.000245117,5.82E-05,3.54E-05,1.68E-05
2016/1/22,8.77E-05,2.21E-05,1.42E-05,6.43E-06
2016/1/25,8.03E-05,2.28E-05,1.30E-05,3.00E-06
2016/1/26,7.69E-05,1.99E-05,1.23E-05,7.39E-06
2016/1/27,0.000185835,2.90E-05,1.27E-05,4.68E-06
2016/1/28,0.000143673,2.40E-05,1.46E-05,4.01E-06
2016/1/29,5.24E-05,1.46E-05,6.24E-06,2.04E-06
2016/2/1,6.51E-05,1.22E-05,5.30E-06,2.41E-06
2016/2/2,7.20E-05,1.44E-05,5.13E-06,1.94E-06
2016/2/3,0.000207993,5.66E-05,3.60E-05,1.72E-05
2016/2/4,0.000160264,3.18E-05,1.73E-05,8.55E-06
2016/2/5,0.000119566,2.63E-05,1.47E-05,6.08E-06
2016/2/8,0.000154417,3.27E-05,1.73E-05,3.81E-06
2016/2/9,0.000195742,4.11E-05,1.76E-05,7.00E-06
2016/2/10,0.000127381,3.00E-05,1.86E-05,6.60E-06
2016/2/11,0.000216543,4.02E-05,1.78E-05,6.43E-06
2016/2/12,6.53E-05,1.64E-05,9.94E-06,4.84E-06
2016/2/16,4.90E-05,1.34E-05,5.17E-06,1.71E-06
2016/2/17,3.18E-05,8.14E-06,3.91E-06,2.12E-06
2016/2/18,3.98E-05,1.09E-05,7.08E-06,4.37E-06
2016/2/19,4.32E-05,1.04E-05,5.11E-06,1.77E-06
2016/2/22,2.41E-05,5.93E-06,1.17E-06,4.06E-07
2016/2/23,3.12E-05,6.36E-06,1.57E-06,3.07E-07
2016/2/24,7.52E-05,2.21E-05,9.17E-06,4.57E-06
2016/2/25,3.92E-05,1.12E-05,7.88E-06,4.54E-06
2016/2/26,4.04E-05,9.49E-06,5.34E-06,2.83E-06
2016/2/29,4.96E-05,1.23E-05,7.96E-06,3.27E-06
2016/3/1,3.71E-05,1.13E-05,7.06E-06,4.07E-06
2016/3/2,3.69E-05,8.13E-06,4.95E-06,2.78E-06
2016/3/3,2.74E-05,5.74E-06,2.68E-06,1.22E-06
2016/3/4,3.57E-05,9.79E-06,4.58E-06,1.51E-06
2016/3/7,3.55E-05,1.05E-05,4.06E-06,1.57E-06
2016/3/8,4.96E-05,9.13E-06,4.73E-06,1.07E-06
2016/3/9,4.51E-05,1.62E-05,9.52E-06,2.86E-06
2016/3/10,8.80E-05,1.84E-05,7.30E-06,1.51E-06
2016/3/11,1.87E-05,3.93E-06,1.94E-06,4.06E-07
2016/3/14,1.76E-05,4.73E-06,2.24E-06,5.92E-07
2016/3/15,1.82E-05,3.38E-06,1.45E-06,5.97E-07
2016/3/16,5.55E-05,1.82E-05,1.56E-05,1.27E-05
2016/3/17,2.03E-05,3.35E-06,2.06E-06,1.00E-06
2016/3/18,1.85E-05,4.03E-06,2.32E-06,6.35E-07
2016/3/21,1.93E-05,6.40E-06,3.77E-06,2.37E-06
2016/3/22,1.89E-05,4.19E-06,9.64E-07,3.06E-07
2016/3/23,2.57E-05,6.02E-06,3.57E-06,1.32E-06
2016/3/24,1.94E-05,3.97E-06,2.90E-06,1.30E-06
2016/3/28,1.88E-05,4.80E-06,2.52E-06,8.93E-07
2016/3/29,2.27E-05,9.59E-06,7.34E-06,1.53E-06
2016/3/30,1.60E-05,3.20E-06,1.83E-06,7.73E-07
2016/3/31,1.45E-05,3.86E-06,2.15E-06,4.00E-07
2016/4/1,2.56E-05,9.72E-06,3.45E-06,8.20E-07
2016/4/4,1.44E-05,3.54E-06,2.18E-06,6.39E-07
2016/4/5,3.21E-05,7.04E-06,4.39E-06,2.13E-06
2016/4/6,2.94E-05,5.47E-06,3.95E-06,1.73E-06
2016/4/7,2.98E-05,7.59E-06,3.86E-06,1.31E-06
2016/4/8,2.40E-05,4.52E-06,2.11E-06,6.10E-07
2016/4/11,3.08E-05,6.51E-06,2.37E-06,6.52E-07
2016/4/12,3.57E-05,9.63E-06,5.52E-06,2.43E-06
2016/4/13,1.73E-05,4.12E-06,1.65E-06,9.19E-07
2016/4/14,1.19E-05,3.61E-06,2.19E-06,9.34E-07
2016/4/15,8.13E-06,1.75E-06,1.02E-06,4.71E-07
2016/4/18,1.51E-05,3.08E-06,2.06E-06,6.36E-07
2016/4/19,1.50E-05,2.49E-06,1.53E-06,5.91E-07
2016/4/20,1.22E-05,3.46E-06,1.30E-06,4.31E-07
2016/4/21,2.08E-05,6.17E-06,3.74E-06,9.79E-07
2016/4/22,2.24E-05,6.80E-06,3.22E-06,1.45E-06
2016/4/25,1.72E-05,4.09E-06,1.92E-06,5.73E-07
2016/4/26,1.60E-05,3.48E-06,2.12E-06,2.24E-07
2016/4/27,2.74E-05,6.38E-06,3.72E-06,2.26E-06
2016/4/28,2.54E-05,6.89E-06,3.20E-06,1.69E-06
2016/4/29,4.15E-05,9.68E-06,3.78E-06,1.28E-06
2016/5/2,2.57E-05,6.77E-06,3.52E-06,1.22E-06
2016/5/3,3.25E-05,6.96E-06,2.58E-06,8.38E-07
2016/5/4,2.77E-05,9.29E-06,6.64E-06,2.46E-06
2016/5/5,2.59E-05,5.25E-06,2.34E-06,6.86E-07
2016/5/6,2.84E-05,3.76E-06,2.27E-06,8.80E-07
2016/5/9,1.98E-05,4.20E-06,1.88E-06,3.88E-07
2016/5/10,8.96E-06,2.14E-06,9.43E-07,2.11E-07
2016/5/11,1.72E-05,5.62E-06,3.12E-06,2.48E-06
2016/5/12,2.61E-05,6.13E-06,3.14E-06,1.16E-06
2016/5/13,3.26E-05,8.56E-06,5.32E-06,1.48E-06
2016/5/16,1.60E-05,5.56E-06,2.81E-06,4.99E-07
2016/5/17,2.73E-05,6.19E-06,2.52E-06,1.11E-06
2016/5/18,6.38E-05,2.36E-05,1.35E-05,7.36E-06
2016/5/19,4.22E-05,9.14E-06,4.85E-06,8.96E-07
2016/5/20,1.65E-05,5.47E-06,2.86E-06,3.59E-07
2016/5/23,1.63E-05,4.68E-06,3.39E-06,4.52E-07
2016/5/24,1.17E-05,2.56E-06,1.31E-06,5.12E-07
2016/5/25,1.34E-05,2.84E-06,1.52E-06,4.90E-07
2016/5/26,1.21E-05,3.46E-06,1.54E-06,8.91E-07
2016/5/27,7.35E-06,1.64E-06,9.76E-07,4.36E-07
2016/5/31,1.34E-05,4.09E-06,2.57E-06,1.46E-06
2016/6/1,1.58E-05,3.01E-06,1.45E-06,5.59E-07
2016/6/2,1.32E-05,2.14E-06,1.06E-06,3.26E-07
2016/6/3,2.23E-05,6.55E-06,3.71E-06,1.29E-06
2016/6/6,1.23E-05,4.78E-06,3.47E-06,3.59E-07
2016/6/7,6.60E-06,1.09E-06,5.30E-07,1.45E-07
2016/6/8,7.80E-06,2.16E-06,9.31E-07,3.83E-07
2016/6/9,1.20E-05,2.53E-06,1.09E-06,4.32E-07
2016/6/10,1.68E-05,3.35E-06,1.70E-06,2.94E-07
2016/6/13,2.53E-05,5.40E-06,3.43E-06,1.28E-06
2016/6/14,3.44E-05,7.83E-06,2.30E-06,8.51E-07
2016/6/15,2.83E-05,8.20E-06,4.85E-06,2.79E-06
2016/6/16,4.17E-05,7.12E-06,2.81E-06,1.08E-06
2016/6/17,2.65E-05,6.28E-06,4.28E-06,2.53E-06
2016/6/20,1.88E-05,2.99E-06,8.48E-07,2.31E-07
2016/6/21,1.90E-05,3.72E-06,2.06E-06,4.85E-07
2016/6/22,1.96E-05,7.16E-06,5.39E-06,3.13E-06
2016/6/23,1.52E-05,3.61E-06,1.84E-06,7.12E-07
2016/6/24,0.000127845,2.97E-05,1.10E-05,1.69E-06
2016/6/27,8.71E-05,1.96E-05,8.44E-06,1.74E-06
2016/6/28,3.49E-05,6.42E-06,2.63E-06,9.67E-07
2016/6/29,2.04E-05,3.20E-06,1.59E-06,4.47E-07
2016/6/30,3.44E-05,9.82E-06,7.02E-06,2.27E-06
2016/7/1,1.56E-05,4.15E-06,1.83E-06,9.95E-07
2016/7/5,2.55E-05,1.04E-05,2.75E-06,7.54E-07
2016/7/6,4.02E-05,9.92E-06,6.40E-06,2.90E-06
2016/7/7,2.46E-05,6.59E-06,3.66E-06,8.57E-07
2016/7/8,1.21E-05,2.47E-06,1.22E-06,3.72E-07
2016/7/11,9.15E-06,1.74E-06,6.63E-07,3.37E-07
2016/7/12,7.64E-06,1.85E-06,9.79E-07,3.40E-07
2016/7/13,1.11E-05,2.35E-06,9.63E-07,3.44E-07
2016/7/14,1.05E-05,1.55E-06,8.44E-07,3.36E-07
2016/7/15,9.38E-06,2.11E-06,1.15E-06,2.71E-07
2016/7/18,5.55E-06,1.38E-06,8.06E-07,3.24E-07
2016/7/19,7.97E-06,2.52E-06,1.34E-06,2.63E-07
2016/7/20,5.34E-06,7.35E-07,4.05E-07,1.45E-07
2016/7/21,8.63E-06,2.93E-06,1.75E-06,3.77E-07
2016/7/22,6.24E-06,1.31E-06,3.79E-07,5.66E-08
2016/7/25,7.55E-06,1.27E-06,6.82E-07,1.32E-07
2016/7/26,1.47E-05,3.06E-06,1.88E-06,4.24E-07
2016/7/27,2.25E-05,8.12E-06,4.36E-06,2.42E-06
2016/7/28,1.52E-05,3.36E-06,1.27E-06,5.03E-07
2016/7/29,1.24E-05,3.06E-06,8.80E-07,2.04E-07
2016/8/1,1.77E-05,4.93E-06,3.01E-06,4.27E-07
2016/8/2,2.18E-05,3.70E-06,2.01E-06,4.18E-07
2016/8/3,1.08E-05,2.84E-06,1.54E-06,5.19E-07
2016/8/4,8.18E-06,2.14E-06,9.72E-07,5.06E-07
2016/8/5,5.84E-06,1.61E-06,1.17E-06,1.75E-07
2016/8/8,4.65E-06,9.06E-07,4.02E-07,8.55E-08
2016/8/9,5.77E-06,9.33E-07,4.87E-07,1.04E-07
2016/8/10,9.00E-06,2.63E-06,1.12E-06,2.03E-07
2016/8/11,7.20E-06,1.45E-06,6.55E-07,1.46E-07
2016/8/12,6.08E-06,1.52E-06,4.93E-07,1.04E-07
2016/8/15,3.35E-06,1.05E-06,4.31E-07,2.54E-07
2016/8/16,6.78E-06,1.22E-06,3.98E-07,9.16E-08
2016/8/17,1.60E-05,4.42E-06,2.74E-06,2.23E-06
2016/8/18,5.07E-06,1.61E-06,1.20E-06,2.80E-07
2016/8/19,7.06E-06,1.17E-06,7.16E-07,2.00E-07
2016/8/22,1.35E-05,2.41E-06,6.95E-07,1.52E-07
2016/8/23,5.36E-06,1.23E-06,6.07E-07,1.99E-07
2016/8/24,9.16E-06,2.00E-06,6.35E-07,1.55E-07
2016/8/25,1.24E-05,2.10E-06,1.25E-06,7.48E-07
2016/8/26,4.23E-05,1.33E-05,7.04E-06,3.62E-06
2016/8/29,6.34E-06,1.73E-06,7.40E-07,2.39E-07
2016/8/30,1.08E-05,1.82E-06,5.69E-07,2.42E-07
2016/8/31,1.27E-05,5.32E-06,1.81E-06,1.28E-06
2016/9/1,2.15E-05,8.35E-06,6.87E-06,2.20E-06
2016/9/2,1.11E-05,2.65E-06,8.72E-07,1.99E-07
2016/9/6,1.20E-05,2.53E-06,9.82E-07,4.25E-07
2016/9/7,7.55E-06,1.94E-06,1.00E-06,1.13E-07
2016/9/8,1.20E-05,4.97E-06,2.86E-06,1.24E-06
2016/9/9,2.85E-05,6.95E-06,2.14E-06,5.25E-07
2016/9/12,5.15E-05,9.79E-06,2.30E-06,1.08E-06
2016/9/13,7.74E-05,2.30E-05,1.29E-05,3.03E-06
2016/9/14,4.50E-05,1.19E-05,6.86E-06,3.45E-06
2016/9/15,3.61E-05,7.01E-06,3.49E-06,1.00E-06
2016/9/16,2.79E-05,5.99E-06,2.92E-06,1.05E-06
2016/9/19,1.79E-05,2.35E-06,1.05E-06,5.92E-07
2016/9/20,1.41E-05,2.28E-06,1.37E-06,8.39E-07
2016/9/21,3.14E-05,9.96E-06,5.39E-06,2.29E-06
2016/9/22,1.19E-05,1.72E-06,5.85E-07,1.87E-07
2016/9/23,1.05E-05,2.27E-06,1.09E-06,3.86E-07
2016/9/26,1.56E-05,2.41E-06,1.31E-06,2.74E-07
2016/9/27,1.91E-05,5.82E-06,2.93E-06,1.06E-06
2016/9/28,2.08E-05,3.70E-06,2.31E-06,4.22E-07
2016/9/29,4.59E-05,1.16E-05,7.46E-06,1.91E-06
2016/9/30,1.77E-05,3.79E-06,1.85E-06,5.76E-07
2016/10/3,2.13E-05,5.54E-06,2.66E-06,9.75E-07
2016/10/4,3.75E-05,8.39E-06,4.52E-06,6.38E-07
2016/10/5,1.05E-05,2.72E-06,1.09E-06,1.74E-07
2016/10/6,1.34E-05,3.14E-06,1.60E-06,4.80E-07
2016/10/7,2.58E-05,6.20E-06,4.03E-06,2.85E-06
2016/10/10,6.11E-06,1.67E-06,9.69E-07,2.00E-07
2016/10/11,2.65E-05,6.14E-06,3.58E-06,1.11E-06
2016/10/12,1.83E-05,3.86E-06,1.82E-06,3.80E-07
2016/10/13,2.56E-05,5.64E-06,2.75E-06,1.15E-06
2016/10/14,2.07E-05,4.27E-06,2.80E-06,1.90E-06
2016/10/17,1.60E-05,3.17E-06,1.89E-06,5.58E-07
2016/10/18,9.63E-06,1.68E-06,8.97E-07,2.72E-07
2016/10/19,5.72E-06,1.36E-06,6.76E-07,3.64E-07
2016/10/20,2.26E-05,5.94E-06,2.61E-06,1.50E-06
2016/10/21,1.14E-05,3.76E-06,1.94E-06,1.18E-06
2016/10/24,7.43E-06,1.54E-06,5.04E-07,7.35E-08
2016/10/25,9.01E-06,1.76E-06,6.97E-07,2.22E-07
2016/10/26,2.10E-05,4.99E-06,3.78E-06,2.03E-06
2016/10/27,1.90E-05,3.70E-06,1.30E-06,3.30E-07
2016/10/28,4.84E-05,9.37E-06,5.54E-06,1.29E-06
2016/10/31,1.41E-05,2.55E-06,1.40E-06,8.72E-07
2016/11/1,3.49E-05,8.08E-06,3.08E-06,1.49E-06
2016/11/2,3.97E-05,8.78E-06,4.30E-06,2.64E-06
2016/11/3,2.28E-05,4.99E-06,1.16E-06,5.10E-07
2016/11/4,2.48E-05,6.26E-06,3.10E-06,1.77E-06
2016/11/7,1.22E-05,2.73E-06,1.29E-06,7.35E-07
2016/11/8,2.01E-05,4.13E-06,2.10E-06,4.04E-07
2016/11/9,0.000102857,2.28E-05,1.39E-05,5.06E-06
2016/11/10,8.96E-05,2.16E-05,9.74E-06,2.08E-06
2016/11/11,3.82E-05,8.63E-06,4.81E-06,2.86E-06
2016/11/14,3.37E-05,7.86E-06,3.75E-06,2.34E-06
2016/11/15,1.33E-05,3.57E-06,2.54E-06,1.06E-06
2016/11/16,1.21E-05,2.30E-06,1.50E-06,4.81E-07
2016/11/17,1.07E-05,2.82E-06,8.93E-07,2.25E-07
2016/11/18,8.49E-06,2.42E-06,4.55E-07,1.81E-07
2016/11/21,8.11E-06,1.40E-06,5.82E-07,2.33E-07
2016/11/22,7.47E-06,2.05E-06,8.71E-07,5.52E-07
2016/11/23,7.68E-06,2.97E-06,5.78E-07,2.78E-07
2016/11/25,1.88E-06,5.92E-07,3.01E-07,2.31E-07
2016/11/28,9.64E-06,1.92E-06,1.10E-06,4.25E-07
2016/11/29,8.00E-06,2.24E-06,1.25E-06,4.60E-07
2016/11/30,1.37E-05,3.20E-06,1.40E-06,2.24E-07
2016/12/1,2.16E-05,5.66E-06,2.84E-06,9.42E-07
2016/12/2,1.20E-05,2.29E-06,1.22E-06,2.31E-07
2016/12/5,1.14E-05,2.77E-06,1.34E-06,2.17E-07
2016/12/6,8.35E-06,2.47E-06,1.27E-06,3.24E-07
2016/12/7,1.69E-05,3.28E-06,1.41E-06,6.50E-07
2016/12/8,1.81E-05,4.32E-06,1.72E-06,5.22E-07
2016/12/9,7.97E-06,2.10E-06,1.19E-06,3.10E-07
2016/12/12,1.18E-05,2.97E-06,1.39E-06,4.91E-07
2016/12/13,1.38E-05,3.14E-06,1.89E-06,2.49E-07
2016/12/14,5.18E-05,1.09E-05,7.63E-06,4.70E-06
2016/12/15,2.71E-05,6.40E-06,2.07E-06,5.13E-07
2016/12/16,1.61E-05,3.80E-06,1.55E-06,2.67E-07
2016/12/19,1.27E-05,2.81E-06,1.77E-06,6.94E-07
2016/12/20,7.10E-06,1.29E-06,4.76E-07,1.41E-07
2016/12/21,4.59E-06,1.31E-06,3.59E-07,1.03E-07
2016/12/22,7.01E-06,1.53E-06,7.05E-07,3.14E-07
2016/12/23,2.87E-06,6.28E-07,2.95E-07,6.56E-08
2016/12/27,3.90E-06,9.20E-07,3.19E-07,9.67E-08
2016/12/28,1.10E-05,2.86E-06,2.04E-06,8.27E-07
2016/12/29,8.50E-06,2.22E-06,1.25E-06,5.48E-07
2016/12/30,1.94E-05,4.64E-06,1.75E-06,5.73E-07
2017/1/3,2.29E-05,4.78E-06,2.30E-06,9.74E-07
2017/1/4,1.08E-05,3.19E-06,1.40E-06,4.81E-07
2017/1/5,1.17E-05,2.66E-06,9.32E-07,3.46E-07
2017/1/6,1.27E-05,3.54E-06,1.78E-06,2.90E-07
2017/1/9,9.15E-06,2.31E-06,9.43E-07,3.43E-07
2017/1/10,9.76E-06,1.61E-06,7.98E-07,1.40E-07
2017/1/11,3.36E-05,9.49E-06,6.29E-06,1.68E-06
2017/1/12,1.93E-05,5.12E-06,2.73E-06,9.17E-07
2017/1/13,9.43E-06,2.15E-06,1.09E-06,1.54E-07
2017/1/17,1.21E-05,2.49E-06,1.15E-06,3.12E-07
2017/1/18,1.08E-05,2.41E-06,1.13E-06,2.52E-07
2017/1/19,1.37E-05,1.66E-06,5.90E-07,2.75E-07
2017/1/20,2.28E-05,5.90E-06,1.51E-06,4.26E-07
2017/1/23,1.44E-05,3.45E-06,1.59E-06,4.04E-07
2017/1/24,7.75E-06,1.42E-06,6.49E-07,1.74E-07
2017/1/25,8.67E-06,2.38E-06,1.01E-06,3.45E-07
2017/1/26,9.34E-06,1.92E-06,7.97E-07,3.29E-07
2017/1/27,6.82E-06,1.32E-06,6.24E-07,2.82E-07
2017/1/30,1.53E-05,3.59E-06,1.90E-06,4.46E-07
2017/1/31,1.47E-05,3.48E-06,1.97E-06,8.37E-07
2017/2/1,1.93E-05,4.67E-06,3.10E-06,1.97E-06
2017/2/2,1.38E-05,2.06E-06,9.99E-07,3.49E-07
2017/2/3,9.44E-06,1.59E-06,4.83E-07,1.43E-07
2017/2/6,8.63E-06,1.93E-06,8.06E-07,5.70E-07
2017/2/7,8.42E-06,1.77E-06,8.24E-07,2.18E-07
2017/2/8,9.27E-06,2.02E-06,7.36E-07,3.69E-07
2017/2/9,6.60E-06,1.35E-06,6.48E-07,1.69E-07
2017/2/10,6.19E-06,1.01E-06,4.64E-07,1.11E-07
2017/2/13,4.94E-06,7.82E-07,3.56E-07,1.14E-07
2017/2/14,8.82E-06,1.96E-06,9.11E-07,2.07E-07
2017/2/15,8.53E-06,1.41E-06,7.04E-07,3.06E-07
2017/2/16,1.55E-05,3.85E-06,1.74E-06,2.82E-07
2017/2/17,7.82E-06,1.48E-06,6.75E-07,1.94E-07
2017/2/21,8.60E-06,1.58E-06,1.08E-06,3.27E-07
2017/2/22,7.67E-06,1.65E-06,8.06E-07,1.58E-07
2017/2/23,9.69E-06,1.53E-06,7.93E-07,1.87E-07
2017/2/24,1.09E-05,3.18E-06,1.73E-06,3.18E-07
2017/2/27,9.07E-06,1.62E-06,9.00E-07,3.67E-07
2017/2/28,7.13E-06,1.62E-06,6.23E-07,2.06E-07
2017/3/1,1.06E-05,2.25E-06,1.12E-06,2.19E-07
2017/3/2,9.98E-06,2.13E-06,1.12E-06,3.11E-07
2017/3/3,1.18E-05,2.97E-06,2.03E-06,6.59E-07
2017/3/6,8.93E-06,2.40E-06,7.92E-07,3.62E-07
2017/3/7,9.27E-06,2.25E-06,1.32E-06,2.37E-07
2017/3/8,1.20E-05,3.20E-06,8.27E-07,4.23E-07
2017/3/9,1.47E-05,2.58E-06,1.45E-06,9.87E-07
2017/3/10,1.40E-05,2.81E-06,1.66E-06,3.75E-07
2017/3/13,6.91E-06,1.98E-06,1.46E-06,2.56E-07
2017/3/14,1.09E-05,3.13E-06,1.67E-06,6.31E-07
2017/3/15,1.54E-05,4.77E-06,3.84E-06,3.20E-06
2017/3/16,1.15E-05,2.68E-06,1.27E-06,4.76E-07
2017/3/17,6.86E-06,1.47E-06,7.28E-07,2.14E-07
2017/3/20,7.95E-06,1.86E-06,8.52E-07,1.29E-07
2017/3/21,4.09E-05,8.93E-06,3.60E-06,1.85E-06
2017/3/22,2.96E-05,8.90E-06,2.12E-06,5.51E-07
2017/3/23,2.57E-05,4.26E-06,1.61E-06,4.20E-07
2017/3/24,3.03E-05,5.26E-06,1.83E-06,5.69E-07
2017/3/27,2.36E-05,4.66E-06,2.13E-06,5.55E-07
2017/3/28,2.14E-05,5.37E-06,2.67E-06,7.11E-07
2017/3/29,1.18E-05,3.50E-06,1.76E-06,7.75E-07
2017/3/30,1.09E-05,1.75E-06,7.20E-07,7.36E-08
2017/3/31,9.76E-06,1.92E-06,1.25E-06,5.59E-07
2017/4/3,2.32E-05,6.85E-06,4.34E-06,1.26E-06
2017/4/4,1.34E-05,2.79E-06,1.62E-06,6.47E-07
2017/4/5,2.51E-05,5.70E-06,3.58E-06,2.20E-06
2017/4/6,2.33E-05,5.64E-06,3.69E-06,7.47E-07
2017/4/7,2.07E-05,4.03E-06,2.32E-06,1.42E-06
2017/4/10,1.81E-05,3.63E-06,1.87E-06,3.88E-07
2017/4/11,3.39E-05,8.52E-06,5.45E-06,1.96E-06
2017/4/12,2.47E-05,6.12E-06,3.23E-06,6.42E-07
2017/4/13,1.92E-05,3.96E-06,2.03E-06,6.16E-07
2017/4/17,9.67E-06,1.75E-06,7.08E-07,3.05E-07
2017/4/18,1.53E-05,2.91E-06,1.28E-06,2.33E-07
2017/4/19,1.38E-05,3.21E-06,1.34E-06,3.33E-07
2017/4/20,1.42E-05,4.62E-06,3.22E-06,1.47E-06
2017/4/21,1.40E-05,5.52E-06,3.32E-06,2.98E-07
2017/4/24,1.06E-05,2.56E-06,8.26E-07,2.69E-07
2017/4/25,7.00E-06,1.97E-06,7.84E-07,2.24E-07
2017/4/26,1.90E-05,2.95E-06,1.47E-06,6.21E-07
2017/4/27,9.22E-06,1.64E-06,9.15E-07,3.78E-07
2017/4/28,6.44E-06,1.29E-06,5.92E-07,2.36E-07
2017/5/1,9.39E-06,1.59E-06,9.65E-07,3.54E-07
2017/5/2,6.99E-06,2.11E-06,1.35E-06,3.49E-07
2017/5/3,8.50E-06,1.71E-06,7.53E-07,1.64E-07
2017/5/4,1.36E-05,2.30E-06,1.65E-06,2.03E-07
2017/5/5,6.59E-06,2.20E-06,5.81E-07,1.15E-07
2017/5/8,4.70E-06,9.67E-07,7.32E-07,1.55E-07
2017/5/9,6.65E-06,2.19E-06,6.74E-07,2.26E-07
2017/5/10,6.07E-06,1.68E-06,1.01E-06,7.39E-07
2017/5/11,1.21E-05,2.63E-06,1.31E-06,2.84E-07
2017/5/12,6.08E-06,1.76E-06,8.70E-07,2.66E-07
2017/5/15,4.19E-06,1.36E-06,6.04E-07,1.14E-07
2017/5/16,6.03E-06,1.14E-06,3.86E-07,1.70E-07
2017/5/17,3.00E-05,6.36E-06,2.47E-06,1.15E-06
2017/5/18,3.52E-05,8.71E-06,5.12E-06,3.24E-06
2017/5/19,1.41E-05,2.43E-06,1.50E-06,5.70E-07
2017/5/22,6.45E-06,1.27E-06,5.88E-07,2.78E-07
2017/5/23,6.22E-06,1.03E-06,5.94E-07,2.54E-07
2017/5/24,5.81E-06,1.27E-06,5.91E-07,1.89E-07
2017/5/25,8.21E-06,2.61E-06,1.50E-06,1.04E-07
2017/5/26,4.05E-06,1.09E-06,5.14E-07,2.71E-07
2017/5/30,5.34E-06,1.85E-06,6.69E-07,4.08E-07
2017/5/31,1.36E-05,2.03E-06,6.02E-07,3.60E-07
2017/6/1,8.14E-06,2.00E-06,6.53E-07,2.68E-07
2017/6/2,8.38E-06,1.52E-06,1.02E-06,4.94E-07
2017/6/5,4.68E-06,1.32E-06,5.31E-07,1.42E-07
2017/6/6,8.13E-06,2.10E-06,1.24E-06,2.31E-07
2017/6/7,9.95E-06,3.15E-06,2.09E-06,6.98E-07
2017/6/8,1.62E-05,3.54E-06,1.82E-06,4.29E-07
2017/6/9,3.01E-05,6.71E-06,4.37E-06,1.83E-06
2017/6/12,1.72E-05,4.53E-06,1.96E-06,3.90E-07
2017/6/13,8.97E-06,1.61E-06,1.00E-06,1.91E-07
2017/6/14,2.20E-05,6.33E-06,2.79E-06,2.41E-07
2017/6/15,1.47E-05,2.62E-06,1.05E-06,2.48E-07
2017/6/16,1.17E-05,1.82E-06,9.10E-07,4.14E-07
2017/6/19,5.75E-06,1.14E-06,6.17E-07,1.40E-07
2017/6/20,9.11E-06,2.04E-06,9.51E-07,5.31E-07
2017/6/21,1.11E-05,3.23E-06,1.56E-06,7.77E-07
2017/6/22,8.05E-06,2.03E-06,1.27E-06,2.76E-07
2017/6/23,6.27E-06,9.69E-07,5.72E-07,3.27E-07
2017/6/26,1.16E-05,3.41E-06,1.77E-06,7.00E-07
2017/6/27,1.76E-05,3.47E-06,1.51E-06,2.46E-07
2017/6/28,1.01E-05,1.98E-06,8.70E-07,2.88E-07
2017/6/29,4.40E-05,1.25E-05,8.13E-06,3.84E-06
